Unnamed: 0,DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,DATE,UNIX_TIME,ANGLE,ANGLE_FULL
15368,23-05-2020 2:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590180300,1.163000723,1.163000723
15390,23-05-2020 2:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590181200,1.493252815,1.493252815
15412,23-05-2020 2:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590182100,1.903154597,1.903154597
15434,23-05-2020 3:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590183000,2.407698835,2.407698835
15456,23-05-2020 3:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590183900,3.023553277,3.023553277
15478,23-05-2020 3:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590184800,3.768950702,3.768950702
15500,23-05-2020 3:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590185700,4.663485778,4.663485778
15522,23-05-2020 4:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590186600,5.727805009,5.727805009
15544,23-05-2020 4:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590187500,6.983178794,6.983178794
15566,23-05-2020 4:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590188400,8.450948727,8.450948727
15588,23-05-2020 4:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590189300,10.15184879,10.15184879
15610,23-05-2020 5:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6312437,23-05-2020,1590190200,12.10520594,12.10520594
15632,23-05-2020 6:45,4135001,1BY6WEcLGh8j5v7,611.5,59.2,23.16666667,6312460.167,23-05-2020,1590196500,14.32803365,14.32803365
15654,23-05-2020 7:00,4135001,1BY6WEcLGh8j5v7,956.375,92.8875,41.125,6312478.125,23-05-2020,1590197400,16.83404066,16.83404066
15676,23-05-2020 7:15,4135001,1BY6WEcLGh8j5v7,1987.428571,194.6857143,74.57142857,6312511.571,23-05-2020,1590198300,19.63258648,19.63258648
15698,23-05-2020 7:30,4135001,1BY6WEcLGh8j5v7,2983.875,292.9,137.375,6312574.375,23-05-2020,1590199200,22.72762396,22.72762396
15720,23-05-2020 7:45,4135001,1BY6WEcLGh8j5v7,3438.857143,338.0571429,216,6312653,23-05-2020,1590200100,26.11667709,26.11667709
15742,23-05-2020 8:00,4135001,1BY6WEcLGh8j5v7,4058.75,398.5,303.75,6312740.75,23-05-2020,1590201000,29.7899087,29.7899087
15764,23-05-2020 8:15,4135001,1BY6WEcLGh8j5v7,6684.428571,654.7571429,428.4285714,6312865.429,23-05-2020,1590201900,33.72933613,33.72933613
15786,23-05-2020 8:30,4135001,1BY6WEcLGh8j5v7,7338.375,718.55,612,6313049,23-05-2020,1590202800,37.9082541,37.9082541
15808,23-05-2020 8:45,4135001,1BY6WEcLGh8j5v7,7274.857143,712.3714286,792.1428571,6313229.143,23-05-2020,1590203700,42.2909208,42.2909208
15830,23-05-2020 9:00,4135001,1BY6WEcLGh8j5v7,7812.375,764.7875,976,6313413,23-05-2020,1590204600,46.83255671,46.83255671
15852,23-05-2020 9:15,4135001,1BY6WEcLGh8j5v7,8395.142857,821.5285714,1174.285714,6313611.286,23-05-2020,1590205500,51.47969471,51.47969471
15874,23-05-2020 9:30,4135001,1BY6WEcLGh8j5v7,7586,742.6,1380.5,6313817.5,23-05-2020,1590206400,56.17090566,56.17090566
15896,23-05-2020 9:45,4135001,1BY6WEcLGh8j5v7,8410.285714,822.9285714,1557.857143,6313994.857,23-05-2020,1590207300,60.83790608,60.83790608
15918,23-05-2020 10:00,4135001,1BY6WEcLGh8j5v7,8170.857143,799.5714286,1761.142857,6314198.143,23-05-2020,1590208200,65.40703441,65.40703441
15940,23-05-2020 10:15,4135001,1BY6WEcLGh8j5v7,8522.5,833.875,1960.75,6314397.75,23-05-2020,1590209100,69.80106151,69.80106151
15962,23-05-2020 10:30,4135001,1BY6WEcLGh8j5v7,8813.714286,862.2142857,2183,6314620,23-05-2020,1590210000,73.94128003,73.94128003
15984,23-05-2020 10:45,4135001,1BY6WEcLGh8j5v7,8035,785.6,2389.5,6314826.5,23-05-2020,1590210900,77.74979816,77.74979816
16006,23-05-2020 11:00,4135001,1BY6WEcLGh8j5v7,9613,938.9428571,2604.142857,6315041.143,23-05-2020,1590211800,81.1519471,81.1519471
16028,23-05-2020 11:15,4135001,1BY6WEcLGh8j5v7,10864.125,1060.3375,2835.375,6315272.375,23-05-2020,1590212700,84.07869979,84.07869979
16050,23-05-2020 11:30,4135001,1BY6WEcLGh8j5v7,12360,1205.1,3119.428571,6315556.429,23-05-2020,1590213600,86.46899237,86.46899237
16072,23-05-2020 11:45,4135001,1BY6WEcLGh8j5v7,12432.875,1212.825,3422.375,6315859.375,23-05-2020,1590214500,88.27183964,88.27183964
16094,23-05-2020 12:00,4135001,1BY6WEcLGh8j5v7,12502.28571,1219.342857,3714.142857,6316151.143,23-05-2020,1590215400,89.44814236,89.44814236
16116,23-05-2020 12:15,4135001,1BY6WEcLGh8j5v7,12904.625,1258.1875,4024.625,6316461.625,23-05-2020,1590216300,89.97209685,89.97209685
16138,23-05-2020 12:30,4135001,1BY6WEcLGh8j5v7,10767.85714,1051.8,4326.142857,6316763.143,23-05-2020,1590217200,89.83213613,90.16786387
16160,23-05-2020 12:45,4135001,1BY6WEcLGh8j5v7,8390.25,821.075,4564.375,6317001.375,23-05-2020,1590218100,89.03135442,90.96864558
16182,23-05-2020 13:00,4135001,1BY6WEcLGh8j5v7,10426.14286,1018.857143,4793.142857,6317230.143,23-05-2020,1590219000,87.58739343,92.41260657
16204,23-05-2020 13:15,4135001,1BY6WEcLGh8j5v7,10319.25,1008.8125,5053.625,6317490.625,23-05-2020,1590219900,85.53179617,94.46820383
16226,23-05-2020 13:30,4135001,1BY6WEcLGh8j5v7,11425.57143,1114.742857,5306,6317743,23-05-2020,1590220800,82.90886141,97.09113859
16248,23-05-2020 13:45,4135001,1BY6WEcLGh8j5v7,12066.85714,1176.528571,5567.857143,6318004.857,23-05-2020,1590221700,79.77405681,100.2259432
16270,23-05-2020 14:00,4135001,1BY6WEcLGh8j5v7,10041.5,981.1375,5852.125,6318289.125,23-05-2020,1590222600,76.19207018,103.8079298
16292,23-05-2020 14:15,4135001,1BY6WEcLGh8j5v7,7483.857143,732.7285714,6056.142857,6318493.143,23-05-2020,1590223500,72.23459427,107.7654057
16314,23-05-2020 14:30,4135001,1BY6WEcLGh8j5v7,7150.5,700.225,6236.5,6318673.5,23-05-2020,1590224400,67.97795106,112.0220489
16336,23-05-2020 14:45,4135001,1BY6WEcLGh8j5v7,6789.571429,664.9857143,6411.428571,6318848.429,23-05-2020,1590225300,63.50066468,116.4993353
16358,23-05-2020 15:00,4135001,1BY6WEcLGh8j5v7,5902.125,578.4,6562,6318999,23-05-2020,1590226200,58.88108994,121.1189101
16380,23-05-2020 15:15,4135001,1BY6WEcLGh8j5v7,8059.428571,788.7714286,6740.285714,6319177.286,23-05-2020,1590227100,54.1951944,125.8048056
16402,23-05-2020 15:30,4135001,1BY6WEcLGh8j5v7,8194,801.9625,6934.5,6319371.5,23-05-2020,1590228000,49.51457831,130.4854217
16424,23-05-2020 15:45,4135001,1BY6WEcLGh8j5v7,7020.142857,687.5,7124.714286,6319561.714,23-05-2020,1590228900,44.90479928,135.0952007
16446,23-05-2020 16:00,4135001,1BY6WEcLGh8j5v7,6430.5,629.9375,7288.875,6319725.875,23-05-2020,1590229800,40.42404817,139.5759518
16468,23-05-2020 16:15,4135001,1BY6WEcLGh8j5v7,4726,463.4714286,7434,6319871,23-05-2020,1590230700,36.12220179,143.8777982
16490,23-05-2020 16:30,4135001,1BY6WEcLGh8j5v7,5223.625,512.1125,7548.75,6319985.75,23-05-2020,1590231600,32.04025726,147.9597427
16512,23-05-2020 16:45,4135001,1BY6WEcLGh8j5v7,3679,361.5857143,7661.285714,6320098.286,23-05-2020,1590232500,28.21013361,151.7898664
16534,23-05-2020 17:00,4135001,1BY6WEcLGh8j5v7,2987.75,293.35,7744.5,6320181.5,23-05-2020,1590233400,24.65481,155.34519
16556,23-05-2020 17:15,4135001,1BY6WEcLGh8j5v7,2506.428571,245.7857143,7811.571429,6320248.571,23-05-2020,1590234300,21.38875695,158.611243
16578,23-05-2020 17:30,4135001,1BY6WEcLGh8j5v7,1900.875,186.325,7866.625,6320303.625,23-05-2020,1590235200,18.41860776,161.5813922
16600,23-05-2020 17:45,4135001,1BY6WEcLGh8j5v7,1430.714286,139.3142857,7906.142857,6320343.143,23-05-2020,1590236100,15.74401235,164.2559876
16622,23-05-2020 18:00,4135001,1BY6WEcLGh8j5v7,1218.714286,118.5571429,7937,6320374,23-05-2020,1590237000,13.35861436,166.6413856
16644,23-05-2020 18:15,4135001,1BY6WEcLGh8j5v7,549.375,53.2,7958.625,6320395.625,23-05-2020,1590237900,11.25109449,168.7489055
16666,23-05-2020 18:30,4135001,1BY6WEcLGh8j5v7,21,2.014285714,7965.857143,6320402.857,23-05-2020,1590238800,9.406227958,170.593772
16688,23-05-2020 18:45,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590239700,7.805911008,172.194089
16710,23-05-2020 19:00,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590240600,6.430119741,173.5698803
16732,23-05-2020 19:15,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590241500,5.257773745,174.7422263
16754,23-05-2020 19:30,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590242400,4.267485901,175.7325141
16776,23-05-2020 19:45,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590243300,3.438188354,176.5618116
16798,23-05-2020 20:00,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590244200,2.749632189,177.2503678
16820,23-05-2020 20:15,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590245100,2.182764642,177.8172354
16842,23-05-2020 20:30,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590246000,1.719992628,178.2800074
16864,23-05-2020 20:45,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590246900,1.345344877,178.6546551
16886,23-05-2020 21:00,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590247800,1.044547133,178.9554529
16908,23-05-2020 21:15,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590248700,0.805025843,179.1949742
16930,23-05-2020 21:30,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590249600,0.615855709,179.3841443
16952,23-05-2020 22:00,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590251400,0.467665668,179.5323343
16974,23-05-2020 22:15,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590252300,0.35251644,179.6474836
16996,23-05-2020 22:30,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590253200,0.26376103,179.736239
17018,23-05-2020 22:45,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590254100,0.195897662,179.8041023
17040,23-05-2020 23:00,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590255000,0.144422628,179.8555774
17062,23-05-2020 23:15,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590255900,0.105688712,179.8943113
17084,23-05-2020 23:30,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590256800,0.076773145,179.9232269
17106,23-05-2020 23:45,4135001,1BY6WEcLGh8j5v7,0,0,7966,6320403,23-05-2020,1590257700,0.055357622,179.9446424
17128,24-05-2020 0:00,4135001,1BY6WEcLGh8j5v7,0,0,995.75,6320403,24-05-2020,1590258600,0.003401262,0.003401262
17150,24-05-2020 0:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590259500,0.0051221,0.0051221
17172,24-05-2020 0:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590260400,0.007649056,0.007649056
17194,24-05-2020 0:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590261300,0.011327124,0.011327124
17216,24-05-2020 1:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590262200,0.016633493,0.016633493
17238,24-05-2020 1:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590263100,0.024221397,0.024221397
17260,24-05-2020 1:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590264000,0.034975738,0.034975738
17282,24-05-2020 1:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590264900,0.050082564,0.050082564
17304,24-05-2020 2:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590265800,0.071114505,0.071114505
17326,24-05-2020 2:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590266700,0.100134052,0.100134052
17348,24-05-2020 2:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590267600,0.139816154,0.139816154
17370,24-05-2020 2:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590268500,0.193590874,0.193590874
17392,24-05-2020 3:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590269400,0.26580575,0.26580575
17414,24-05-2020 3:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590270300,0.361906038,0.361906038
17436,24-05-2020 3:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590271200,0.488629013,0.488629013
17458,24-05-2020 3:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590272100,0.654206172,0.654206172
17480,24-05-2020 4:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590273000,0.868564327,0.868564327
17502,24-05-2020 4:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590273900,1.143513521,1.143513521
17524,24-05-2020 4:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590274800,1.492906418,1.492906418
17546,24-05-2020 4:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590275700,1.932750661,1.932750661
17568,24-05-2020 5:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590276600,2.481252952,2.481252952
17590,24-05-2020 5:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590277500,3.158771536,3.158771536
17612,24-05-2020 5:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590278400,3.987652964,3.987652964
17634,24-05-2020 5:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6320403,24-05-2020,1590279300,4.991929695,4.991929695
17656,24-05-2020 6:00,4135001,1BY6WEcLGh8j5v7,108.2857143,10.47142857,0.285714286,6320403.286,24-05-2020,1590280200,6.196857787,6.196857787
17678,24-05-2020 6:15,4135001,1BY6WEcLGh8j5v7,381.25,36.85,5.875,6320408.875,24-05-2020,1590281100,7.628278911,7.628278911
17700,24-05-2020 6:30,4135001,1BY6WEcLGh8j5v7,712.8571429,69.11428571,18.57142857,6320421.571,24-05-2020,1590282000,9.311798349,9.311798349
17722,24-05-2020 6:45,4135001,1BY6WEcLGh8j5v7,1145,111.325,40.75,6320443.75,24-05-2020,1590282900,11.27178058,11.27178058
17744,24-05-2020 7:00,4135001,1BY6WEcLGh8j5v7,1694.857143,165.9,74.85714286,6320477.857,24-05-2020,1590283800,13.53017627,13.53017627
17766,24-05-2020 7:15,4135001,1BY6WEcLGh8j5v7,2335.875,229.075,124,6320527,24-05-2020,1590284700,16.10520836,16.10520836
17788,24-05-2020 7:30,4135001,1BY6WEcLGh8j5v7,3113.714286,305.8428571,190.8571429,6320593.857,24-05-2020,1590285600,19.00996011,19.00996011
17810,24-05-2020 7:45,4135001,1BY6WEcLGh8j5v7,3896.5,382.9125,275.25,6320678.25,24-05-2020,1590286500,22.25092287,22.25092287
17832,24-05-2020 8:00,4135001,1BY6WEcLGh8j5v7,4409.857143,432.7428571,380.5714286,6320783.571,24-05-2020,1590287400,25.82657499,25.82657499
17854,24-05-2020 8:15,4135001,1BY6WEcLGh8j5v7,5430.625,532.4875,493.25,6320896.25,24-05-2020,1590288300,29.72607492,29.72607492
17876,24-05-2020 8:30,4135001,1BY6WEcLGh8j5v7,5818.857143,570.1857143,639.5714286,6321042.571,24-05-2020,1590289200,33.92815824,33.92815824
17898,24-05-2020 8:45,4135001,1BY6WEcLGh8j5v7,4805.142857,471.2,751.5714286,6321154.571,24-05-2020,1590290100,38.40033089,38.40033089
17920,24-05-2020 9:00,4135001,1BY6WEcLGh8j5v7,6795.375,665.4625,888.125,6321291.125,24-05-2020,1590291000,43.0984462,43.0984462
17942,24-05-2020 9:15,4135001,1BY6WEcLGh8j5v7,8002.714286,783.1857143,1075.142857,6321478.143,24-05-2020,1590291900,47.96674234,47.96674234
17964,24-05-2020 9:30,4135001,1BY6WEcLGh8j5v7,8408.125,822.65,1285.125,6321688.125,24-05-2020,1590292800,52.93839869,52.93839869
17986,24-05-2020 9:45,4135001,1BY6WEcLGh8j5v7,5631.714286,552,1479.142857,6321882.143,24-05-2020,1590293700,57.93664484,57.93664484
18008,24-05-2020 10:00,4135001,1BY6WEcLGh8j5v7,5982.125,586.05,1637,6322040,24-05-2020,1590294600,62.87642586,62.87642586
18030,24-05-2020 10:15,4135001,1BY6WEcLGh8j5v7,9056.142857,884.2,1806.857143,6322209.857,24-05-2020,1590295500,67.66659404,67.66659404
18052,24-05-2020 10:30,4135001,1BY6WEcLGh8j5v7,10336.875,1009.2625,2050.125,6322453.125,24-05-2020,1590296400,72.21256178,72.21256178
18074,24-05-2020 10:45,4135001,1BY6WEcLGh8j5v7,11727.42857,1144.171429,2313.428571,6322716.429,24-05-2020,1590297300,76.41931702,76.41931702
18096,24-05-2020 11:00,4135001,1BY6WEcLGh8j5v7,10422.875,1017.325,2562.25,6322965.25,24-05-2020,1590298200,80.1946722,80.1946722
18118,24-05-2020 11:15,4135001,1BY6WEcLGh8j5v7,11571,1128.985714,2831.285714,6323234.286,24-05-2020,1590299100,83.45259501,83.45259501
18140,24-05-2020 11:30,4135001,1BY6WEcLGh8j5v7,12591.75,1227.7125,3125.75,6323528.75,24-05-2020,1590300000,86.11645426,86.11645426
18162,24-05-2020 11:45,4135001,1BY6WEcLGh8j5v7,11744.42857,1145.471429,3429,6323832,24-05-2020,1590300900,88.12201088,88.12201088
18184,24-05-2020 12:00,4135001,1BY6WEcLGh8j5v7,9555.625,933.3625,3690.875,6324093.875,24-05-2020,1590301800,89.41999114,89.41999114
18206,24-05-2020 12:15,4135001,1BY6WEcLGh8j5v7,11836.14286,1154.357143,3956.857143,6324359.857,24-05-2020,1590302700,89.97809848,89.97809848
18228,24-05-2020 12:30,4135001,1BY6WEcLGh8j5v7,11505.375,1122.7375,4234.875,6324637.875,24-05-2020,1590303600,89.78234906,90.21765094
18250,24-05-2020 12:45,4135001,1BY6WEcLGh8j5v7,11688,1139.585714,4514.714286,6324917.714,24-05-2020,1590304500,88.83765414,91.16234586
18272,24-05-2020 13:00,4135001,1BY6WEcLGh8j5v7,11474,1120.414286,4777.142857,6325180.143,24-05-2020,1590305400,87.16761526,92.83238474
18294,24-05-2020 13:15,4135001,1BY6WEcLGh8j5v7,11276.5,1101.85,5051.125,6325454.125,24-05-2020,1590306300,84.81354424,95.18645576
18316,24-05-2020 13:30,4135001,1BY6WEcLGh8j5v7,7709.714286,753.5428571,5262.285714,6325665.286,24-05-2020,1590307200,81.83276477,98.16723523
18338,24-05-2020 13:45,4135001,1BY6WEcLGh8j5v7,11000.75,1075.075,5513.625,6325916.625,24-05-2020,1590308100,78.29629314,101.7037069
18360,24-05-2020 14:00,4135001,1BY6WEcLGh8j5v7,6450.428571,631.3571429,5732.428571,6326135.429,24-05-2020,1590309000,74.28602892,105.7139711
18382,24-05-2020 14:15,4135001,1BY6WEcLGh8j5v7,8892.5,869.7,5932.375,6326335.375,24-05-2020,1590309900,69.89161076,110.1083892
18404,24-05-2020 14:30,4135001,1BY6WEcLGh8j5v7,6543.714286,640.7714286,6125.428571,6326528.429,24-05-2020,1590310800,65.20710524,114.7928948
18426,24-05-2020 14:45,4135001,1BY6WEcLGh8j5v7,8948.875,875.325,6302.625,6326705.625,24-05-2020,1590311700,60.32769844,119.6723016
18448,24-05-2020 15:00,4135001,1BY6WEcLGh8j5v7,8240.857143,806.4857143,6518.428571,6326921.429,24-05-2020,1590312600,55.3465504,124.6534496
18470,24-05-2020 15:15,4135001,1BY6WEcLGh8j5v7,5445,533.325,6671.25,6327074.25,24-05-2020,1590313500,50.35195335,129.6480467
18492,24-05-2020 15:30,4135001,1BY6WEcLGh8j5v7,3262.428571,320.1571429,6788.428571,6327191.429,24-05-2020,1590314400,45.4249077,134.5750923
18514,24-05-2020 15:45,4135001,1BY6WEcLGh8j5v7,3352,328.5375,6880.625,6327283.625,24-05-2020,1590315300,40.6371974,139.3628026
18536,24-05-2020 16:00,4135001,1BY6WEcLGh8j5v7,4615.428571,452.5142857,6957.142857,6327360.143,24-05-2020,1590316200,36.05001157,143.9499884
18558,24-05-2020 16:15,4135001,1BY6WEcLGh8j5v7,4131.5,405.1875,7076.375,6327479.375,24-05-2020,1590317100,31.71312454,148.2868755
18580,24-05-2020 16:30,4135001,1BY6WEcLGh8j5v7,3436.571429,336.9428571,7175.428571,6327578.429,24-05-2020,1590318000,27.66461447,152.3353855
18602,24-05-2020 16:45,4135001,1BY6WEcLGh8j5v7,3813.625,374.6125,7254.375,6327657.375,24-05-2020,1590318900,23.93107327,156.0689267
18624,24-05-2020 17:00,4135001,1BY6WEcLGh8j5v7,3687.142857,362.4,7348.285714,6327751.286,24-05-2020,1590319800,20.528239,159.471761
18646,24-05-2020 17:15,4135001,1BY6WEcLGh8j5v7,2433.714286,238.6285714,7419.285714,6327822.286,24-05-2020,1590320700,17.46196764,162.5380324
18668,24-05-2020 17:30,4135001,1BY6WEcLGh8j5v7,1608.5,157.325,7467.625,6327870.625,24-05-2020,1590321600,14.72945329,165.2705467
18690,24-05-2020 17:45,4135001,1BY6WEcLGh8j5v7,1012.714286,98.4,7499.571429,6327902.571,24-05-2020,1590322500,12.32060518,167.6793948
18712,24-05-2020 18:00,4135001,1BY6WEcLGh8j5v7,574.75,55.65,7518.75,6327921.75,24-05-2020,1590323400,10.2194946,169.7805054
18734,24-05-2020 18:15,4135001,1BY6WEcLGh8j5v7,349,33.71428571,7529.857143,6327932.857,24-05-2020,1590324300,8.405794362,171.5942056
18756,24-05-2020 18:30,4135001,1BY6WEcLGh8j5v7,143.5,13.825,7536,6327939,24-05-2020,1590325200,6.856146182,173.1438538
18778,24-05-2020 18:45,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590326100,5.54540591,174.4545941
18800,24-05-2020 19:00,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590327000,4.447731664,175.5522683
18822,24-05-2020 19:15,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590327900,3.537494552,176.4625054
18844,24-05-2020 19:30,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590328800,2.790004773,177.2099952
18866,24-05-2020 19:45,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590329700,2.182056932,177.8179431
18888,24-05-2020 20:00,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590330600,1.692307088,178.3076929
18910,24-05-2020 20:15,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590331500,1.301500185,178.6984998
18932,24-05-2020 20:30,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590332400,0.992570263,179.0074297
18954,24-05-2020 20:45,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590333300,0.750637488,179.2493625
18976,24-05-2020 21:00,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590334200,0.562925867,179.4370741
18998,24-05-2020 21:15,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590335100,0.418624002,179.581376
19020,24-05-2020 21:30,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590336000,0.3087088,179.6912912
19042,24-05-2020 21:45,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590336900,0.225749012,179.774251
19064,24-05-2020 22:00,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590337800,0.163702259,179.8362977
19086,24-05-2020 22:15,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590338700,0.117715988,179.882284
19108,24-05-2020 22:30,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590339600,0.083939851,179.9160601
19130,24-05-2020 22:45,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590340500,0.059354398,179.9406456
19152,24-05-2020 23:00,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590341400,0.041618802,179.9583812
19174,24-05-2020 23:15,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590342300,0.028938647,179.9710614
19196,24-05-2020 23:30,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590343200,0.019953488,179.9800465
19218,24-05-2020 23:45,4135001,1BY6WEcLGh8j5v7,0,0,7537,6327940,24-05-2020,1590344100,0.013643047,179.986357
19240,25-05-2020 0:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590345000,0.011811049,0.011811049
19262,25-05-2020 0:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590345900,0.01723521,0.01723521
19284,25-05-2020 0:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590346800,0.02494593,0.02494593
19306,25-05-2020 0:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590347700,0.035812763,0.035812763
19328,25-05-2020 1:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590348600,0.050995395,0.050995395
19350,25-05-2020 1:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590349500,0.072024308,0.072024308
19372,25-05-2020 1:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590350400,0.100897926,0.100897926
19394,25-05-2020 1:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590351300,0.140197537,0.140197537
19416,25-05-2020 2:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590352200,0.193220649,0.193220649
19438,25-05-2020 2:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590353100,0.26413241,0.26413241
19460,25-05-2020 2:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6327940,25-05-2020,1590354000,0.358133426,0.358133426
